2022-07-11 20:10:31,012 INFO    MainThread:10868 [wandb_setup.py:_flush():76] Configure stats pid to 10868
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_setup.py:_flush():76] Loading settings from /root/.config/wandb/settings
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_setup.py:_flush():76] Loading settings from /workspace/youtube-humpback-whale-classifier/classification/wandb/settings
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_init.py:_log_setup():461] Logging user logs to /workspace/youtube-humpback-whale-classifier/classification/wandb/run-20220711_201029-1siirfxt/logs/debug.log
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_init.py:_log_setup():462] Logging internal logs to /workspace/youtube-humpback-whale-classifier/classification/wandb/run-20220711_201029-1siirfxt/logs/debug-internal.log
2022-07-11 20:10:31,013 INFO    MainThread:10868 [wandb_init.py:_jupyter_setup():411] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f835e97f760>
2022-07-11 20:10:31,014 INFO    MainThread:10868 [wandb_init.py:init():495] calling init triggers
2022-07-11 20:10:31,014 INFO    MainThread:10868 [wandb_init.py:init():498] wandb.init called with sweep_config: {}
config: {}
2022-07-11 20:10:31,014 INFO    MainThread:10868 [wandb_init.py:init():548] starting backend
2022-07-11 20:10:31,014 INFO    MainThread:10868 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2022-07-11 20:10:31,142 INFO    MainThread:10868 [backend.py:ensure_launched():217] starting backend process...
2022-07-11 20:10:31,219 INFO    MainThread:10868 [backend.py:ensure_launched():222] started backend process with pid: 36803
2022-07-11 20:10:31,222 INFO    MainThread:10868 [wandb_init.py:init():558] backend started and connected
2022-07-11 20:10:31,235 INFO    MainThread:10868 [wandb_run.py:_label_probe_notebook():1084] probe notebook
2022-07-11 20:10:31,236 INFO    MainThread:10868 [wandb_run.py:_label_probe_notebook():1094] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2022-07-11 20:10:31,236 INFO    MainThread:10868 [wandb_init.py:init():634] updated telemetry
2022-07-11 20:10:31,280 INFO    MainThread:10868 [wandb_init.py:init():665] communicating run to backend with 30 second timeout
2022-07-11 20:10:38,389 INFO    MainThread:10868 [wandb_run.py:_on_init():1919] communicating current version
2022-07-11 20:10:40,877 INFO    MainThread:10868 [wandb_run.py:_on_init():1923] got version response 
2022-07-11 20:10:41,955 INFO    MainThread:10868 [wandb_init.py:init():700] starting run threads in backend
2022-07-11 20:10:42,201 INFO    MainThread:10868 [wandb_run.py:_console_start():1893] atexit reg
2022-07-11 20:10:42,201 INFO    MainThread:10868 [wandb_run.py:_redirect():1766] redirect: SettingsConsole.WRAP
2022-07-11 20:10:42,202 INFO    MainThread:10868 [wandb_run.py:_redirect():1803] Wrapping output streams.
2022-07-11 20:10:42,203 INFO    MainThread:10868 [wandb_run.py:_redirect():1827] Redirects installed.
2022-07-11 20:10:42,204 INFO    MainThread:10868 [wandb_init.py:init():732] run started, returning control to user process
2022-07-11 20:10:42,220 INFO    MainThread:10868 [wandb_init.py:_pause_backend():374] pausing backend
2022-07-11 20:10:42,221 INFO    MainThread:10868 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-07-11 20:11:08,977 INFO    MainThread:10868 [wandb_init.py:_resume_backend():383] resuming backend
2022-07-11 20:11:09,130 INFO    MainThread:10868 [wandb_init.py:_pause_backend():374] pausing backend
